PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
-1.5747492135384449,-1.5014721383790253,1.2879503816195335,0.13761408020237004,0.7301814782939443,0.8899058384934713,0.2347162601076906,0.03811376710150065,-0.4479185334986522,1.1783645538145113,0.30621692438040043,0.5842435710726981,0.06805450380117828,0.5122369555408357,-0.11166953249231071,-0.11671812578334656,-0.10796472123209848,-0.05546767432127998,-0.029124037735805366,-0.36293436238833954,-0.254293032271094,0.229770751116965,0.34575505193275535,-0.13835708917008693,0.13585714179178912
1.085790188812903,0.8303000534228663,-0.07837329786773123,-0.43317041593360633,0.533047800889196,0.4435778827595732,-0.051322539041187915,0.8348597407652972,-0.09643058121471468,-0.22877513424786405,-1.303903209648181,-0.34402338857275594,-0.10400839029111922,-0.7098906565886128,-0.19187917053537112,0.3445477619657386,0.20795681183446102,-0.08522895404861723,-0.010901519275869395,-0.3008076171200982,-0.06259802844469847,0.07037122789032811,0.15030158043330516,0.09370190178654836,-0.18631106062472744
1.5998431896648755,-0.20962660491518925,-0.43049444239583745,-0.9010520774364155,1.1949089693524888,-0.397088593437899,1.2051310613137691,0.05538213874015223,-0.009181536937318796,0.42362548583812254,0.41425228914595763,-0.49357544200359804,0.8898763574763533,-0.5760851321293244,-0.44366479137578146,0.23704561767685128,0.2593149729642667,0.8238939242634513,0.8921890498340395,0.017937793029796145,-0.2997328980253147,-0.05067354192653234,0.2323254589501369,-0.03906818099678022,-0.3331842511648963
1.7172585627758712,0.23627131835915527,-0.5813884790492112,-0.6925431766397665,-0.39318582109074685,-0.17483422815769942,1.3391792854324736,0.08644231103460366,-0.036725017394257015,0.24831883635425508,0.2242928008225345,-0.6281502340082236,-0.2947294167457717,0.21042087668261106,-0.04729538021669566,-0.06572788716396863,0.028711956030977048,-0.005304694819950065,0.8390063077429034,-0.41787229754415445,-0.16905170317986634,-0.25253635477857883,1.049129276829789,0.1183472091406643,-0.3343973917080029
0.5667959000427752,-1.8287816215222272,-0.43842045383004,0.923281916574505,-1.2405397957845128,-1.490682099315828,-1.164966771678389,0.3086645060370615,-0.5939703472645194,-0.34148088471974936,0.5964521222608736,-0.0057223829369629775,0.159240898806918,-0.20621060423278623,-0.6167684124193786,-0.34599841892905153,-0.44407035437281556,-0.2550547919113759,-0.13074244904192656,-0.16066395712696444,-0.1503724547225552,-0.26061287991409976,-0.16866276285388918,0.026411824619889043,0.04343059078491873
-3.117188127271527,-0.3420267325859255,-1.4893316660622662,-1.542697008232943,-0.07096026409420551,-0.28057836758314614,0.23805050875056272,2.519440119312193,1.6388786256781027,-1.6143115024495727,0.4576423123373001,-0.6942521794015066,-0.16878403975788284,0.7713004989275077,-0.08440306759212537,0.8249839190979528,0.39616953025345275,-0.022951690445279574,-0.5949237236864312,0.052263651422441076,-0.07944000633311268,0.26437180603308785,0.3580493584821536,0.24662337309272214,-0.3124228646712133
-1.5318478588444635,-0.4191628581461578,0.2854683287226836,-0.8823126070413736,0.27210520922240655,0.5990630078445649,0.0708230727978258,2.1828989204596363,-1.193475423603277,-1.9025179765723552,0.6778660838114476,-0.33203422478603084,0.6890179127366585,0.7731580866494284,-0.6856122699966118,-0.26382534081151965,-0.2526626833824846,0.07839889970823166,-0.9709807522960511,0.13907091401980967,-0.18832078481056638,0.4169583718480345,0.07623991523161727,0.277301646410862,0.063975555820033
0.6850079183098242,-1.8926092504928467,-0.3732277656914921,0.3929420382741657,-1.1692025058052817,-1.3061236478469247,-1.2565614112817147,0.40526397033759703,-0.5754652002343024,-0.07953797735458165,0.6384648034513556,0.06507606083713152,0.153594223915601,-0.1090861717244784,-0.7486601481534954,-0.26974394691589665,-0.4430973022037817,-0.439628058293178,-0.28565806476144395,0.7747301845577519,-0.17294575063520512,-0.5060886658832681,0.01467216223336816,0.07317472278383289,0.0029753193117661447
-0.23597741233382186,-2.1487357029362935,-1.1744843730746874,-0.5187138329505482,-0.295433921915122,-1.7085597189794877,-1.244498127630791,0.7181164268637309,1.0354999381602417,0.18335700360411136,-0.480815815672694,-0.6125390182579229,-0.009123867912369243,0.09235578733137313,0.6109160997791017,-0.653843729475572,0.4166250474451505,-0.3241570447929883,0.20575461337716516,-0.0747460175827604,0.0721648960528301,-0.467078839971597,0.12802393807643844,0.31969496741433334,-0.9890453155298897
1.0842743642858585,0.7001446969704088,0.010558786172078005,-0.05286380174236809,0.49853123617989065,-0.7640385273634247,0.7308564373309002,0.7790908134711424,-0.11501109167733589,1.1010943977782208,-0.12808202917328643,0.2716016190074337,-0.6553608800944917,0.7497693312588204,0.06214164477631642,0.7685835610547521,-0.13563236579183371,-0.4719010717254482,-0.2539320219247886,0.22497280293828606,-0.15587963132564964,-0.0973345684587036,0.3732464537792071,-0.032883229531183056,0.24304295941611984
1.1483767719655111,-0.694940605275769,0.06507967011157662,-0.8771764944221507,1.3945077338876632,-0.2962815822565811,0.3813444834686693,-0.9326886134122411,0.2997619853966624,-0.2921712870038087,-0.3003452679782543,0.20182845182986636,0.41194336955565686,0.409132099545391,-0.11461469911142591,0.9006255252127782,0.15976797694598338,-0.3767719569203972,-0.5326253495094098,0.6411509040316793,-0.19800039755303134,-0.346705754064895,0.10420329256177716,0.13393675078407888,-0.7616114087154615
1.1067737766219083,-0.413720451542086,-0.02137759507017767,-0.450724551125739,0.4824273083245833,-0.5432297395347186,0.5251935457693229,-0.9797212492520196,0.2598613018259206,-0.7583561017227596,-0.4919587341283037,-0.2801956332203055,-0.46254736940325825,0.40819980626803903,0.2583656999012216,0.6749153231595759,0.08021061593671766,-0.17914218566436874,-0.4137304193163034,-0.3380691371591925,-0.07183973804027398,-0.20492488136792256,-0.053766191617241506,-0.03987766144125032,-0.26915946218302134
1.0772307258874196,0.794007653380497,0.06488150390706535,-0.393349325451189,0.17432300257984443,-0.6819727751009566,0.4819269423037767,0.8009183276952531,-0.14178727945925582,0.6772405174991919,-0.33031352700153127,-0.4708344679607324,-0.17064067879493383,-0.7441378367359046,-0.07244109297743603,0.26528194779172165,0.11357519883018988,0.8454195902245581,-0.0588290596587185,-0.1634006645338053,-0.15003890770019984,0.07523716841052078,-0.10977202162758029,-0.1432184391441183,0.10119460949659095
1.5987242155732422,0.32117922832142226,-0.8106344464153733,0.4486923263983746,-0.22643915818599739,0.049690121280871725,1.2835432482929423,-0.11941543525873397,-0.04712310233957148,0.034338730194293204,0.4388221692663902,0.35461618515413734,0.31556775891245875,0.6117604222772841,0.0008405149691526059,0.6380254495746751,-0.004337590149684496,-0.22464813564746106,0.8240761712535968,-0.34942872619047405,-0.2588011298101294,0.13450094090087694,-0.508984443176395,-0.06902471669017596,0.01955179642752264
