duration,pdays,previous,emp.var.rate,euribor3m,nr.employed,contact_telephone,month_mar,poutcome_nonexistent,poutcome_success
0.9039517769483205,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,-1.436056958197029,-0.9147793298985275,0.0,0.0,1.0,0.0
0.35030022448310993,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6520617660278671,0.3328624952903114,1.0,0.0,1.0,0.0
-0.11696597937050743,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7151415806783648,0.8365350928366287,1.0,0.0,1.0,0.0
-0.9415533979357146,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7133729877442385,0.8365350928366287,1.0,0.0,1.0,0.0
-0.7805625209777456,0.20103133533451345,-0.3513559841342726,2.554611577995655,0.26061319660795407,0.3980276831130174,0.0,0.0,1.0,0.0
-0.5057000481226765,0.20103133533451345,3.3405707981337596,0.9697866529615257,-1.6889657477770632,-2.7543382778102616,0.0,0.0,0.0,0.0
0.13041024619905472,0.20103133533451345,-0.3513559841342726,0.9697866529615257,-1.6919134026672733,-2.7543382778102616,0.0,0.0,1.0,0.0
-0.8355350155487594,0.20103133533451345,-0.3513559841342726,2.554611577995655,0.26061319660795407,0.3980276831130174,0.0,0.0,1.0,0.0
-0.7412964534270214,0.20103133533451345,1.4946074069997437,2.554611577995655,0.23821101944235648,0.3980276831130174,0.0,0.0,0.0,0.0
-0.34078256440963506,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6520617660278671,0.3328624952903114,1.0,0.0,1.0,0.0
0.1736029205048513,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7127834567661968,0.8365350928366287,0.0,0.0,1.0,0.0
-0.4271679130212282,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7186787665466171,0.8365350928366287,0.0,0.0,1.0,0.0
-0.6274248575299214,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6544198899400351,0.3328624952903114,1.0,0.0,1.0,0.0
-0.17979168745166607,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7127834567661968,0.8365350928366287,1.0,0.0,1.0,0.0
1.1631078227830998,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,-1.436056958197029,-0.9147793298985275,0.0,0.0,1.0,0.0
1.7324658022686,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.715731111656407,0.8365350928366287,0.0,0.0,1.0,0.0
-0.25832382255311437,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7121939257881547,0.8365350928366287,0.0,0.0,1.0,0.0
-0.7766359142226731,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7151415806783648,0.8365350928366287,1.0,0.0,1.0,0.0
-0.8590946560791939,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7169101736124909,0.8365350928366287,0.0,0.0,1.0,0.0
2.3253834222845344,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.714552049700323,0.8365350928366287,0.0,0.0,1.0,0.0
0.27176808938166164,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7151415806783648,0.8365350928366287,0.0,0.0,1.0,0.0
-0.1365990131458695,-4.942286214662998,3.3405707981337596,-0.13959079456236456,-1.8334008373973623,-2.142057033892784,0.0,1.0,0.0,1.0
1.449750115903386,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7180892355685748,0.8365350928366287,0.0,0.0,1.0,0.0
-0.5410395089183282,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7169101736124909,0.8365350928366287,0.0,0.0,1.0,0.0
0.5152177081961514,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6573675448302452,0.3328624952903114,1.0,0.0,1.0,0.0
0.8725389229077412,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7169101736124909,0.8365350928366287,0.0,0.0,1.0,0.0
0.7429608999903514,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6526512970059088,0.3328624952903114,1.0,0.0,1.0,0.0
-0.7412964534270214,0.20103133533451345,1.4946074069997437,-0.13959079456236456,-1.4443103918896176,-0.9147793298985275,0.0,0.0,0.0,0.0
-0.5096266548777489,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6532408279839511,0.3328624952903114,1.0,0.0,1.0,0.0
-0.5803055764690523,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.715731111656407,0.8365350928366287,0.0,0.0,1.0,0.0
-0.5645991494487628,0.20103133533451345,1.4946074069997437,-0.13959079456236456,-1.2155723724093073,-0.9147793298985275,0.0,1.0,0.0,0.0
0.5348507419715135,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6579570758082874,0.8365350928366287,1.0,0.0,1.0,0.0
