duration,pdays,previous,emp.var.rate,euribor3m,nr.employed,contact_telephone,month_mar,poutcome_nonexistent,poutcome_success,y
-0.09340633884007293,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6526512970059088,0.3328624952903114,1.0,0.0,1.0,0.0,no
-0.6470578913052835,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6532408279839511,0.3328624952903114,1.0,0.0,1.0,0.0,no
1.516502430739617,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6532408279839511,0.3328624952903114,1.0,0.0,1.0,0.0,no
0.417052539319341,0.20103133533451345,1.4946074069997437,-0.13959079456236456,-1.4549219494943741,-0.9147793298985275,0.0,0.0,0.0,0.0,no
-0.3486357779197799,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6520617660278671,0.3328624952903114,1.0,0.0,1.0,0.0,no
-0.7884157344878904,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.714552049700323,0.8365350928366287,0.0,0.0,1.0,0.0,no
-0.4860670143473144,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7133729877442385,0.8365350928366287,1.0,0.0,1.0,0.0,no
-0.05021366453427637,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7163206426344492,0.8365350928366287,0.0,0.0,1.0,0.0,no
-0.33685595765456267,0.20103133533451345,-0.3513559841342726,2.554611577995655,0.6909708105786415,0.3980276831130174,1.0,0.0,1.0,0.0,yes
1.6264474198816448,0.20103133533451345,-0.3513559841342726,2.554611577995655,0.16039293034080776,0.3980276831130174,0.0,0.0,1.0,0.0,no
-0.27795685632847644,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6532408279839511,-0.9147793298985275,0.0,1.0,1.0,0.0,no
0.9628508782744067,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.714552049700323,0.8365350928366287,0.0,0.0,1.0,0.0,no
-0.20727793473717296,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,-1.4236768076581463,-0.9147793298985275,0.0,0.0,1.0,0.0,no
-0.9062139371400628,0.20103133533451345,3.3405707981337596,-0.13959079456236456,-1.3818201082171617,-0.9147793298985275,1.0,0.0,0.0,0.0,no
0.24035523534108233,0.20103133533451345,1.4946074069997437,-0.13959079456236456,-1.436056958197029,-0.9147793298985275,0.0,0.0,0.0,0.0,no
-0.23083757526760745,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6532408279839511,0.3328624952903114,1.0,0.0,1.0,0.0,no
-0.8708744763444111,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.6532408279839511,0.8365350928366287,1.0,0.0,1.0,0.0,no
0.40919932580919616,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,-1.449026639713954,-0.9147793298985275,0.0,0.0,1.0,0.0,no
-0.501773441367604,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7121939257881547,0.8365350928366287,0.0,0.0,1.0,0.0,no
-0.368268811695142,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,-1.4637649141650049,-0.9147793298985275,0.0,0.0,1.0,0.0,no
-0.898360723629918,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7163206426344492,0.8365350928366287,0.0,0.0,1.0,0.0,no
-0.014874203738624636,0.20103133533451345,-0.3513559841342726,-0.13959079456236456,0.7110148638320707,0.8365350928366287,1.0,0.0,1.0,0.0,no
